"КАТЕГОРИЯ","НОМЕНКЛАТУРА","АВТОР","ИЗДАТЕЛЬСТВО","ГОД ИЗДАНИЯ","НОМЕНКЛАТУРА.КОЛИЧЕСТВО СТРАНИЦ","ИСПОЛНЕНИЕ ПЕРЕПЛЕТА","НОМЕНКЛАТУРА.ФОРМАТ КНИГИ","НОМЕНКЛАТУРА.ISBN","НОМЕНКЛАТУРА.СТАНДАРТ","НОМЕНКЛАТУРА.АННОТАЦИЯ","НОМЕНКЛАТУРА.АРТИКУЛ","НОМЕНКЛАТУРА.ИНТЕРНЕТ ССЫЛКА ДЛЯ EOTR","СЕРИЯ","РОЗНИЧНАЯ","СЕБЕСТОИМОСТЬ","СТАТУС","ДАТА"
"Русская поэзия/ малотиражная серия/","Дай мне Звезду... О радости любви и бытия","Бунин И. А.","Белый город. Воскресный день","2018","10","мягкий переплет","227х295х2","978-5-7793-5088-4","50","Сборник стихов И. Бунина о радости любви и бытия.","20502028003","http://www.belygorod.ru/b/N20502028003.jpg","Русская поэзия","290.0","223.0","o","2014-02-01"
"Русская поэзия/ малотиражная серия/","Сын севера, люблю я шум лесной... Сборник стихов. Времена года","Фет А. А.","Белый город. Воскресный день","2018","10","мягкий переплет","227х295х2","978-5-7793-5097-6","50","Красочно оформленный сборник, в который вошли стихи А. Фета о временах года.","20502028004","http://www.belygorod.ru/b/N20502028004.jpg","Русская поэзия","290.0","223.0","o","2016-01-04"
"Русская семья","Аз, Буки, Веди. Азбука православия для детей","Юдин Г. Н.","Белый город","2016","384","твердый переплет","165х215х20","978-5-3590-1002-3","4","Вопросы духовности – тема деликатная. «Аз, буки, веди» – издание, занимающее особое место в ряду книг, рассказывающих детям о православии. Автор подошел к ней неформально, и мы понимаем, что беседа с юным читателем – потребность его души.","00104013094","http://www.belygorod.ru/b/N00104013094.jpg","Русская семья","795.0","662.0","o","2015-02-19"
"Русская семья","Бояре, мы к вам в гости пришли","Науменко Г. М.","Белый город. Воскресный день","2016","144","твердый переплет","165х215х8","978-5-3590-1081-8","10","В хороводных песнях отражен народный быт, в них ярко выражено восприятие красоты родной природы. Хороводы с их игровыми песенными припевами – жанр молодежный: оптимизм, веселье, полнота ощущения жизни делают их в наше время весьма востребованными.","20504067009","http://www.belygorod.ru/b/N20504067009.jpg","Русская семья","320.0","229.0","o","2016-12-27"
"Русская семья","Гори, гори ясно","Науменко Г. М.","Белый город. Воскресный день","2016","192","твердый переплет","165х215х14","978-5-3590-1101-3","10","В этой книге собран особый материал, который откроет детям тайны природы. Материал связан с обрядовыми народными играми.","20504067011","http://www.belygorod.ru/b/N20504067011.jpg","Русская семья","550.0","393.0","o","2018-01-26"
"Русская семья","Закон Божий","Астахова Н. В.,сост.","Белый город. Воскресный день","2015","288","твердый переплет","165х215х16","978-5-3590-1004-7","6","Книга «Закон Божий» – это первое введение в мир православной веры. Знакомство с основами христианского вероучения становится первой ступенькой на пути к богопознанию, которое наполняет смыслом жизнь человека.","20504067004","http://www.belygorod.ru/b/N20504067004.jpg","Русская семья","350.0","269.0","o","2016-05-11"
"Русская семья","Иллюстрированная Библия для детей","Под ред. Жуковой Л. М.","Белый город","2015","272","твердый переплет","190х260х16","978-5-3590-1013-9","16","Данное издание уникально. Великая книга, в которой обобщен опыт духовного развития людей, проиллюстрирована творениями гениальных художников. Это создает особый по силе эмоциональный заряд, приобщая юного читателя к историям Ветхого и Нового Заветов.","00104067006","http://www.belygorod.ru/b/N00104067006.jpg","Русская семья","1200.0","857.0","o","2019-09-01"
"Русская семья","Казаки-разбойники и палочка-выручалочка","Науменко Г. М.","Белый город. Воскресный день","2016","144","твердый переплет","165х215х8","978-5-3590-1080-1","10","Мы, родители, знаем: свободная минута – и дети уже в движении. Слышатся звонкие голоса – это значит: они играют. Книга поможет найти любимую игру. А выбор необычайно богат: их здесь около шестисот! А еще и считалки в придачу, незаменимые в игре.","20504067008","http://www.belygorod.ru/b/N20504067008.jpg","Русская семья","320.0","246.0","o","2017-05-17"
"Русская семья","Мудрые рассказы для доброго сердца. Отечник для всех","Скоробогатько  Н. В.","Белый город. Воскресный день","2016","232","твердый переплет","165х215х14","978-5-3590-1023-8","6","В книге собраны поучительные сказания из жизни христианских подвижников и их душеполезные изречения. Читатель непременно найдет здесь чтото ценное для себя, вне зависимости от возраста, образования, степени воцерковленности и прочих особенностей.","20504067007","http://www.belygorod.ru/b/N20504067007.jpg","Русская семья","730.0","521.0","o","2017-01-23"
"Русская семья","О чем расскажут старые картины. Сказки о художниках.-  2-е изд","Андрианова И. А. и др.","Белый город. Воскресный день","2018","336","твердый переплет","196х255х20","978-5-3590-1167-9","4","В книге представлены сказки о русских художниках, в разное время выходившие в издательстве. В данном сборнике читатель познакомится с началом творческого пути, когда то или иное событие помогало будущей знаменитости понять свое призвание.","20504067013","http://www.belygorod.ru/b/N20504067013.jpg","Русская семья","1300.0","1083.0","o","2018-03-07"
"Русская семья","Очарованье русского пейзажа. Сказки о художниках","Под ред. Астаховой Н.В.","Белый город. Воскресный день","2015","336","твердый переплет","200х260х20","978-5-7793-1753-5","14","В сборнике собраны сказки о русских художниках, которые смогли выразить себя через пейзаж: Левитан, Шишкин, Айвазовский… Природа в их произведениях  узнаваема – это, главным образом, просторы средней полосы России.","00104067004","http://www.belygorod.ru/b/N00104067004.jpg","Русская семья","1300.0","929.0","o","2014-02-07"
"Русская семья","Первая книга наших прапрабабушек","Астахова Н. В.,сост.","Белый город. Воскресный день","2014","208","твердый переплет","200х280х12","978-5-7793-3056-5","20","Наша книга – своего рода «машина времени». Она расскажет, как жили, во что играли, чем пользовались в быту прабабушки и прадедушки, когда были детьми. Прошлая жизнь показана в рисунках художников XIX века.","20504067003","http://www.belygorod.ru/b/N20504067003.jpg","Русская семья","850.0","654.0","o","2018-02-06"
"Русская семья","Русская семья. Праздники и традиции","Кислицына Т. Г.","Белый город. Воскресный день","2016","296","твердый переплет","200х260х17","978-5-3590-1103-7","6","«Русская семья. Праздники и традиции» — это сборник, построенный по приципу православного календаря. Перед читателем проходит жизнь традиционной русской семьи в течение года.","20504067012","http://www.belygorod.ru/b/N20504067012.jpg","Русская семья","1580.0","1317.0","o","2017-09-13"
"Русская семья","Русская семья. Этнография детства","Науменко Г. М.","Белый город. Воскресный день","2013","368","твердый переплет","200х260х22","978-5-7793-3048-0","14","Этнография детства — книга, основанная на опыте воспитания здорового, духовно и творчески одарённого ребёнка, передающемся из поколения в поколение.","20504067002","http://www.belygorod.ru/b/N20504067002.jpg","Русская семья","800.0","667.0","o","2012-08-24"
"Русская семья","Чай-чай, выручай","Науменко Г. М.","Белый город. Воскресный день","2016","160","твердый переплет","165х215х12","978-5-3590-1100-6","10","Игра для детей – способ их существования. И самая лучшая возможность  их занять – предложить им игры-соревнования, в которых они покажут смекалку, ловкость и выносливость.","20504067010","http://www.belygorod.ru/b/N20504067010.jpg","Русская семья","320.0","267.0","o","2011-08-24"
"Русская традиция /малотиражная серия/","Акварельный портрет","Милюгина Е. Г.","Белый город. Воскресный день","2018","272","мягкий переплет","215х298х13","978-5-7793-4252-0","8","Альбом посвящен искусству русского акварельного портрета. Галерея мужских, женских и детских портретов в технике акварели позволит читателю понять эстетическую значимость и почувствовать художественно-эмоциональное воздействие этого жанра.","20502103016","http://www.belygorod.ru/b/N20502103016.jpg","Русская традиция","3610.0","3008.0","o","2013-10-17"
"Русская традиция /малотиражная серия/","Андрей Герасимов. Русский пейзаж","----------","Белый город. Воскресный день","2018","224","мягкий переплет","215х298х5","978-5-7793-4789-1","8","Творческое дарование живописца Андрея Герасимова сложилось в конце 1980-х годов. Тогда же проявились характерные чертыхудожественного таланта этого автора: тщательная передача изображаемой натуры, отточенность пластической формы, четкость компомпозиции.","20502103054","http://www.belygorod.ru/b/N20502103054.jpg","Русская традиция","3650.0","3042.0","o","2015-06-08"
"Русская традиция /малотиражная серия/","Билибин","Мельничук О.","Белый город. Воскресный день","2018","224","мягкий переплет","215х298х11","978-5-7793-4292-6","8","О творческой судьбе талантливого русского графика, внесшего огромный вклад в русское искусство. О жизни Ивана Яковлевича Билибина, охватившей период Серебряного века и непростое советское пространство 1930-х годов.","20502103014","http://www.belygorod.ru/b/N20502103014.jpg","Русская традиция","2980.0","2483.0","o","2014-02-14"
"Русская традиция /малотиражная серия/","Боевая летопись России: Александр Аверьянов. Батальная живопись","Кибовский А.В., Митрошенкова Л. В.","Белый город. Воскресный день","2018","192","мягкий переплет","215х298х10","978-5-7793-4174-5","8","А.Ю. Аверьянов является мастером батального жанра. Отечественная война 1812 года стала центральной темой в творчестве художника, его картинами можно проиллюстрировать общий ход всей военной кампании 1812 года.","20502103005","http://www.belygorod.ru/b/N20502103005.jpg","Русская традиция","2560.0","2133.0","o","2018-03-18"
"Русская традиция /малотиражная серия/","Верещагин Василий Васильевич. Живопись. Графика","Мельничук О.","Белый город. Воскресный день","2018","244","мягкий переплет","215х298х13","978-5-7793-4397-8","8","Художник независимый, нетерпимый ко всякого рода фальши – в жизни и в искусстве. Со слов И.Е. Репина, «гордый и не лицемер». Полотна его прошли огонь и воду, взрывы и бомбежки военных лихолетий, как и сам живописец.","20502103020","http://www.belygorod.ru/b/N20502103020.jpg","Русская традиция","3250.0","2500.0","o","2015-05-06"
"Русская традиция /малотиражная серия/","Вечера на хуторе близ Диканьки. Повести, изданные пасичником Рудым Паньком","Гоголь Н. В.","Белый город. Воскресный день","2018","170","мягкий переплет","225х293х9","978-5-7793-4499-9","8","Первая и самая удивительная книга Н.В. Гоголя «Вечера на хуторе близ Диканьки» с иллюстрациями художника В.А. Королькова подарит читателям удовольствие от встречи с героями рассказов, даст возможность насладиться волшебным словом и прекрасной живописью.","20502103023","http://www.belygorod.ru/b/N20502103023.jpg","Русская традиция","2280.0","1629.0","o","2014-12-12"
"Русская традиция /малотиражная серия/","Виктор Васнецов. Живопись и графика","Астахов Ю. А.","Белый город. Воскресный день","2018","140","мягкий переплет","215х298х10","978-5-7793-4594-1","8","Альбом посвящен религиозной живописи художника Виктора Васнецова. Здесь представлены монументальный цикл работ, выполненный для  росписи Владимирского собора в Киеве, а также эскизы росписей и мозаик для русских и зарубежных православных храмов.","20502103035","http://www.belygorod.ru/b/N20502103035.jpg","Русская традиция","2560.0","2133.0","o","2012-04-26"
"Русская традиция /малотиражная серия/","Виталий Графов","Графов Виталий сост.","Белый город. Воскресный день","2018","152","мягкий переплет","215х298х8","978-5-7793-4790-7","8","В данном альбоме собраны труды Виталия Графова за последние десять лет. На страницах альбома читатель встретит множество чудесных портретов, пейзажей и натюрмортов, восприятие которых будет складываться глубоко индивидуально.","20502103051","http://www.belygorod.ru/b/N20502103051.jpg","Русская традиция","2490.0","2075.0","o","2010-11-24"
"Русская традиция /малотиражная серия/","Военная галерея 1812 года","Мартиросова М. А.","Белый город. Воскресный день","2018","340","мягкий переплет","210х297х18","978-5-7793-4013-7","6","Книга знакомит с собранием портретов русских героев войны 1812-1814 г.– «Военной галереей» Эрмитажа, главным трудом английского художника ХYIII–ХIХ в. Д.Доу. Книга содержит биографические сведения о живописце и героях его портретов.","20502103003","http://www.belygorod.ru/b/N20502103003.jpg","Русская традиция","4500.0","3214.0","o","2019-10-15"
"Русская традиция /малотиражная серия/","Возвращение Руси. Борис Ольшанский","Астахов А. Ю.,сост.","Белый город. Воскресный день","2018","288","мягкий переплет","215х298х16","978-5-7793-4810-2","6","Художник Б.М. Ольшанский пишет во всех жанрах, прославляя в своих картинах героическое прошлое России, русского человека, его душу, «сияющую чистым светом». Фольклорные образы, избранные мастером, позволили ему создать «территорию» добра и гармонии.","20502103056","http://www.belygorod.ru/b/N20502103056.jpg","Русская традиция","4680.0","3600.0","o","2020-02-10"
"Русская традиция /малотиражная серия/","Женский образ. Русская живопись","----------","Белый город. Воскресный день","2018","190","мягкий переплет","215х298х10","978-5-7793-4634-4","8","Книга посвящена образу женщины в русском искусстве XIX – начала XX века. Репродукции картин русских художников сопровождаются отрывками из произведений русской классики.","20502103040","http://www.belygorod.ru/b/N20502103040.jpg","Русская традиция","2540.0","1814.0","o","2012-07-07"
"Русская традиция /малотиражная серия/","Зачарованный Русью. Виктор Корольков","Медведев Ю. М.","Белый город. Воскресный день","2018","304","мягкий переплет","215х298х14","978-5-7793-4297-1","8","Замечательный русский художник Виктор Анатольевич Корольков (1958–2004) воспел первообразы фольклора, которые зародились у истоков славянской цивилизации. Бережно прикасаясь к прошлому народа, он доносит до любителей живописи «письмена небес».","20502103013","http://www.belygorod.ru/b/N20502103013.jpg","Русская традиция","4030.0","2879.0","o","2015-06-17"
"Русская традиция /малотиражная серия/","Иван Айвазовский","Астахов Ю. А.","Белый город. Воскресный день","2018","240","мягкий переплет","215х298х13","978-5-7793-4890-4","8","Великий русский художник И.К. Айвазовский прожил долгую жизнь, которую посвятил искусству. Его называли «певцом моря» за гениальные картины, в которых он писал о невероятной красоте морской стихии и о славных победах русского флота.","20502103057","http://www.belygorod.ru/b/N20502103057.jpg","Русская традиция","3900.0","2786.0","o","2010-06-14"
"Русская традиция /малотиражная серия/","Иван Шишкин","Астахов Ю. А.","Белый город. Воскресный день","2018","200","мягкий переплет","215х298х11","978-5-7793-5137-9","8","В книге представлены живописные и графические произведения  известного художника-пейзажиста Ивана Шишкина (1832–1898).","20502103066","http://www.belygorod.ru/b/N20502103066.jpg","Русская традиция","2840.0","2367.0","o","2014-09-03"
"Русская традиция /малотиражная серия/","Илья Репин","Астахов Ю. А.","Белый город. Воскресный день","2018","200","мягкий переплет","215х298х12","978-5-7793-5175-1","8","В альбоме представлены произведения выдающегося русского художника И.Е. Репина. Исполняя работы в реалистической и импрессионистической манерах письма Репин достиг совершеннейшего мастерства во всех жанрах живописи.","20502103071","http://www.belygorod.ru/b/N20502103071.jpg","Русская традиция","2840.0","2185.0","o","2019-10-09"
"Русская традиция /малотиражная серия/","Интерьер. Русская живопись и графика","Алдонина Р. П.","Белый город. Воскресный день","2018","198","мягкий переплет","215х298х12","978-5-7793-4675-7","8","Книга посвящена интерьеру в русском искусстве XIX – начала XX века. Репродукции картин русских художников сопровождаются отрывками из произведений русской классики.","20502103046","http://www.belygorod.ru/b/N20502103046.jpg","Русская традиция","2640.0","2031.0","o","2014-01-08"
"Русская традиция /малотиражная серия/","Константин Мирошник. Наталия Кургузова-Мирошник","Борисова М. В.","Белый город. Воскресный день","2018","176","мягкий переплет","215х298х10","978-5-7793-4390-9","8","На страницах издания представлено творчество современных художников-реалистов Константина Мирошника и Наталии Кургузовой-Мирошник.","20502103019","http://www.belygorod.ru/b/N20502103019.jpg","Русская традиция","2350.0","1808.0","o","2016-09-30"
"Русская традиция /малотиражная серия/","Кустодиев Борис Михайлович фрагменты жизни 1878–1927. Живопись. Графика","Мельничук О.","Белый город. Воскресный день","2018","184","мягкий переплет","215х298х09","978-5-7793-4490-6","8","Альбом представит ряд хорошо известных полотен живописца, а также работы,  которые не успели приобрести широкую известность. Расскажет о произведениях  сам  Б.М. Кустодиев, его близкие и родные.","20502027001","http://www.belygorod.ru/b/N20502027001.jpg","Русская традиция","2460.0","1757.0","o","2017-09-23"
"Русская традиция /малотиражная серия/","Лев Бакст. Живопись и графика","Жукова Л. М.","Белый город. Воскресный день","2018","202","мягкий переплет","215х298х11","978-5-7793-4897-3","8","Альбом выпущен к 150-летию Льва Бакста. Выдающийся живописец и график, один из основателей объединения «Мир искусства», участник театрально-художественных проектов С.П. Дягилева, Бакст был и одним из законодателей европейской моды в начале XX в.","20502103060","http://www.belygorod.ru/b/N20502103060.jpg","Русская традиция","3290.0","2350.0","o","2016-07-30"
"Русская традиция /малотиражная серия/","Люди Российской империи. Фотографии С. М. Прокудина-Горского","Алдонина Р.","Белый город. Воскресный день","2018","86","мягкий переплет","210х297х5","978-5-7793-5010-5","8","Книга содержит цветные фотографии из большой коллекции С.М. ПрокудинаГорского «Достопримечательности Российской империи», которые знакомят читателя с представителями разных народов, проживавших на обширной территории этой империи в начале ХХ века.","20502103062","http://www.belygorod.ru/b/N20502103062.jpg","Русская традиция","1250.0","893.0","o","2016-05-10"
"Русская традиция /малотиражная серия/","Игорь Машков","Иловлинский И.М.","Белый город. Воскресный день","2018","192","мягкий переплет","215х298х10","978-5-7793-4842-3","6","В своем творчестве Игорь Машков стремится следовать великим предшественникам В.И. Сурикову, И.Е. Репину, В.М. и А.М. Васнецовым, М.В. Нестерову, а девизом своим видит слова русского историка Н.М.","20502103058","http://www.belygorod.ru/b/N20502103058.jpg","Русская традиция","3130.0","2608.0","o","2015-12-07"
"Русская традиция /малотиражная серия/","Михаил Шаньков","Шаньков М.","Белый город. Воскресный день","2018","240","мягкий переплет","215х298х5","978-5-7793-4797-6","8","Живопись для Михаила Шанькова никогда не была всего лишь изображением, нанесенным на плоскость разноцветными красками.","20502103059","http://www.belygorod.ru/b/N20502103059.jpg","Русская традиция","3900.0","2786.0","o","2010-10-25"
"Русская традиция /малотиражная серия/","Мой ангел. Детский портрет в русской живописи","----------","Белый город. Воскресный день","2018","240","мягкий переплет","215х298х11","978-5-7793-4134-9","6","В альбоме содержится около 309 полотен русских художников с портретами детей, а также стихи и воспоминания известных русских поэтов и писателей.","20502106005","http://www.belygorod.ru/b/N20502106005.jpg","Русская традиция","3190.0","2658.0","o","2010-12-22"
"Русская традиция /малотиражная серия/","Монастыри и храмы Российской империи. Фотографии С. М. Прокудина-Горского","Алдонина Р.","Белый город. Воскресный день","2018","170","мягкий переплет","210х297х10","978-5-7793-5011-2","8","Книга содержит цветные фотографии из большой коллекции С.М. Прокудина-Горского «Достопримечательности Российской империи», это часть собрания, которая знакомит читателя с монастырями и храмами, украшавшими  города и села империи в начале ХХ века.","20502103063","http://www.belygorod.ru/b/N20502103063.jpg","Русская традиция","2420.0","1729.0","o","2019-03-11"
"Русская традиция /малотиражная серия/","Олег Путнин","Манин В., Руфин М.","Белый город. Воскресный день","2018","192","мягкий переплет","215х298х11","978-5-7793-4791-4","8","Олег Путнин – по преимуществу пейзажист, хотя в его художественном багаже имеется и портрет, и натюрморт, и бытовой жанр. В своем творчестве художник делает акцент на красоту реального мира во всех его проявлениях.","20502103053","http://www.belygorod.ru/b/N20502103053.jpg","Русская традиция","3130.0","2236.0","o","2017-05-14"
"Русская традиция /малотиражная серия/","Павел Федотов","Астахов А. Ю.,сост.","Белый город. Воскресный день","2018","114","мягкий переплет","215х298х6","978-5-7793-4777-8","8","Великий русский художник П.А. Федотов создал не очень много картин: его судьба была трагична, он рано умер. Однако за свою короткую жизнь живописец сумел стать основоположником нового направления в русском искусстве – критического реализма.","20502103049","http://www.belygorod.ru/b/N20502103049.jpg","Русская традиция","1880.0","1567.0","o","2013-12-23"
"Русская традиция /малотиражная серия/","Палех. Династии. Преемственность традиций","Колесова О. А.","Белый город. Воскресный день","2018","176","мягкий переплет","215х298х9","978-5-7793-4294-0","8","Палех – это сказочный красочный вихрь на обычных предметах обихода. Посредством уникального искусства художники создают свои «модели мира». Самобытное творчество каждого из них вносит неповторимую тональность в коллективное искусство Палеха.","20502103015","http://www.belygorod.ru/b/N20502103015.jpg","Русская традиция","2350.0","1958.0","o","2017-09-15"
"Русская традиция /малотиражная серия/","Песня про царя Ивана Васильевича, молодого опричника и удалого купца Калашникова","Лермонтов М. Ю.","Белый город. Воскресный день","2018","30","мягкий переплет","225х293х3","978-5-7793-4512-5","16","Новое издание «Песни о купце Калашникове…», написанное М.Ю. Лермонтовым и проиллюстрированное В.А. Корольковым, позволит ярко и живо представить далекое, уже «фольклорное» время, лучше понять нравы и устремления людей, живших в эпоху Ивана Грозного.","20502103024","http://www.belygorod.ru/b/N20502103024.jpg","Русская традиция","440.0","367.0","o","2017-11-15"
"Русская традиция /малотиражная серия/","По Российской империи. Фотографии С. М. Прокудина-Горского","Алдонина Р.","Белый город. Воскресный день","2018","244","мягкий переплет","210х297х13","978-5-7793-5012-9","6","Книга содержит цветные фотографии из большой коллекции С.М. Прокудина-Горского «Достопримечательности Российской империи», это часть собрания, которая знакомит читателя с видами малых и больших городов и сел империи, какими они были в начале ХХ века.","20502103064","http://www.belygorod.ru/b/N20502103064.jpg","Русская традиция","3450.0","2654.0","o","2018-05-30"
"Русская традиция /малотиражная серия/","Портреты Кустодиева. Издание 2-е","Лебедянский М. С.","Белый город. Воскресный день","2018","168","мягкий переплет","215х298х8","978-5-7793-4527-9","8","Книга посвящена великому русскому художнику-портретисту Б.М. Кустодиеву, который на протяжении всей своей жизни оттачивал мастерство и проявил свой талант, как в исполнении заказных портретов, так и портретов, сделанных «от души».","20502103027","http://www.belygorod.ru/b/N20502103027.jpg","Русская традиция","2250.0","1875.0","o","2017-03-13"
"Русская традиция /малотиражная серия/","Пословицы русского народа в  2-х т. - т. 2","Даль В. И.","Белый город. Воскресный день","2018","312","мягкий переплет","218х285х15","978-5-7793-4046-5","6","«Пословицы русского народа» В.И. Даля в двух томах – сборник, содержащий более 36 000 пословиц, поговорок, скороговорок, примет, загадок, объединенных в 178 разделов. Великолепные рисунки Александра и Елены Гажур отлично иллюстрируют данное издание.","20502029002","http://www.belygorod.ru/b/N20502029002.jpg","Русская традиция","4140.0","3185.0","o","2017-12-30"
"Русская традиция /малотиражная серия/","Праздничный чин русского иконостаса","Яковлева Н. А.","Белый город. Воскресный день","2018","272","мягкий переплет","210х297х19","978-5-7793-4150-9","6","Праздничный чин русского высокого иконостаса –  изображение главных христианских праздников, прежде всего двунадесятых, представляющих годовой «литургический круг». Книга, которую вы держите в руках, адресована прежде всего людям верующим.","20502103004","http://www.belygorod.ru/b/N20502103004.jpg","Русская традиция","3610.0","2579.0","o","2015-10-25"
"Русская традиция /малотиражная серия/","Пятое время года. Александр Афонин. Русский пейзаж","Скоробогачева Е. А.","Белый город. Воскресный день","2018","192","мягкий переплет","215х298х10","978-5-7793-4238-4","8","А.П. Афонин – мастер пейзажного жанра. Один из первых учеников Российской академии живописи, ваяния и зодчества, возрожденной И.С. Глазуновым. За последние 80 лет после А. Васнецова он первый руководитель мастерской пейзажной живописи в России и Европе.","20502103010","http://www.belygorod.ru/b/N20502103010.jpg","Русская традиция","2560.0","1829.0","o","2019-04-20"
"Русская традиция /малотиражная серия/","Русская деревня. Собрание русской живописи","----------","Белый город. Воскресный день","2018","240","мягкий переплет","215х298х12","978-5-7793-4558-3","8","Альбом посвящен изображению русской деревне в живописи художников конца XVIII – начала XX века. В него вошли работы представителей разных школ живописи, а также отрывки из произведений русской литературы","20502103032","http://www.belygorod.ru/b/N20502103032.jpg","Русская традиция","3190.0","2658.0","o","2014-02-10"
"Русская традиция /малотиражная серия/","Секреты старинного шитья. Энциклопедия вышивки","Черноморец А.Д.","Белый город. Воскресный день","2018","304","мягкий переплет","215х285х14","978-5-7793-4519-4","6","Иллюстрированная энциклопедия народного мастера А.Д. Черноморец знакомит читателей с техническими приемами традиционной вышивки, игольного кружева. В книге впервые дано описание почти забытого искусства золотого шитья и вышивки драгоценными камнями.","20502103025","http://www.belygorod.ru/b/N20502103025.jpg","Русская традиция","4030.0","3100.0","o","2012-09-18"
"Русская школа","Беседы о русском лесе","Кайгородов Д. Н.","Белый город","2010","304","твердый переплет","200х260х18","978-5-7793-1909-6","20","Автор книги «Беседы о русском лесе» профессор Д. Кайгородов знал, что «наш русский лес очень нуждается в друзьях-охранителях». Прошло больше века, но книга по-прежнему взывает к людям: берегите лес – одно из прекраснейших произведений природы.","00103069001","http://www.belygorod.ru/b/N00103069001.jpg","Русская школа","950.0","731.0","o","2011-10-02"
"Русская школа","Занимательная ботаника","Цингер А. В.","Белый город. Воскресный день","2015","304","твердый переплет","200х280х15","978-5-3590-1003-0","6","А.В. Цингер сделал серьезную научную карьеру – он был физик и математик. И написал книгу «Занимательная ботаника» – она его и прославила. В ней емко, точно и увлекательно рассказано о тайнах растительного мира.","20504069005","http://www.belygorod.ru/b/N20504069005.jpg","Русская школа","650.0","542.0","o","2014-12-19"
"Русская школа","Из Зеленого Царства. Популярные очерки из мира растений","Кайгородов Д. Н.","Белый город. Воскресный день","2015","304","твердый переплет","200х260х15","978-5-3590-1030-6","4","«Из Зеленого Царства» – это иллюстрированное переиздание антикварной книги русского ученого Д.Н. Кайгородова, изданной в 1902 году. Популярные очерки по ботанике призваны пробудить интерес к русской природе и адресованы как детям, так и взрослым.","20504069006","http://www.belygorod.ru/b/N20504069006.jpg","Русская школа","750.0","536.0","o","2010-10-10"
"Русская школа","Летопись русской истории","Астахова Н. В.,сост.","Белый город. Воскресный день","2016","64","твердый переплет","300х225х5","978-5-3590-1102-0","5","«Летопись русской истории» – издание, наиболее полно раскрывающее историю нашего отечества в датах. События проиллюстрированы страницами летописей и картинами известных живописцев.","20504121007","http://www.belygorod.ru/b/N20504121007.jpg","Русская школа","750.0","625.0","o","2011-02-20"
"Русская школа","Моя первая история мира","Майорова Н.О.","Белый город. Воскресный день","2014","280","твердый переплет","200х280х16","978-5-7793-3045-9","20","Эта книга – первое знакомство детей с историей мира. Перед ними оживут картины прошлого: первобытная эпоха, Древний мир, Средневековье, Новое время. Ребята узнают, как люди, изменяя мир, менялись сами, а также о достижениях и проблемах современности","20504121002","http://www.belygorod.ru/b/N20504121002.jpg","Русская школа","1280.0","1067.0","o","2016-04-12"
"Русская школа","Музей живописных загадок. Путешествие в картину","Астахова Н. В.,сост.","Белый город. Воскресный день","2017","112","твердый переплет","300х206х11","978-5-3590-1085-6","12","В этой книге – загадки, викторины, вопросы, головоломки, посвященные интересным «историям в живописи». Раскручивая клубок тайн и загадок, отвечая на самые разные вопросы, ребенок будет узнавать историю создания полотен и судьбы их авторов.","20528121001","http://www.belygorod.ru/b/N20528121001.jpg","Русская школа","870.0","725.0","o","2016-11-20"
